Месяц;Стратегия;Дата;Кампания;Показы;Клики;Расход(руб.);Лиды_deti;Лиды_parkour;Звонок;Лиды_vozdushnya-gimnastika_
март;Автоматическая;11.03.2023;16.01 [РСЯ] parkour. CPA 1000;42;1;0;0;0;0;0
март;Ручная;12.03.2023;[Поиск] Паркур. Москва;166;15;564.79;0;0;0;0
март;Ручная;12.03.2023;[Поиск] Воздушная гимнастика. Москва;70;2;47.34;0;0;0;0
март;Ручная;12.03.2023;[Поиск] Спортивная гимнастика. Москва;214;2;148.96;0;0;0;0
март;Ручная;12.03.2023;[Поиск] Цирковое искусство. Москва;65;5;111.96;0;0;0;0
март;Ручная;12.03.2023;[Поиск] Акробатика. Москва;365;15;758.64;0;0;0;0
март;Ручная;12.03.2023;[Поиск] Гимнастика для малышей. Москва;279;16;963.76;0;0;0;0
март;Автоматическая;12.03.2023;[РСЯ] vozdushnya-gimnastika;15123;98;2992.42;0;0;0;2
март;Автоматическая;12.03.2023;01.12 [РСЯ] deti CPA 1170;2035;18;2808;2;0;0;0
март;Автоматическая;12.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;7;0;0;0;0;0;0
март;Автоматическая;12.03.2023;09.01 [Мастер кампаний] deti;69;1;0;0;0;0;0
март;Автоматическая;12.03.2023;09.01.23 ДРР [РСЯ] Общая;2714;21;0;0;0;0;0
март;Автоматическая;12.03.2023;16.01 [РСЯ] parkour. CPA 1000;1;1;0;0;0;0;0
март;Ручная;13.03.2023;[Поиск] Паркур. Москва;93;4;217.67;0;0;0;0
март;Ручная;13.03.2023;[Поиск] Воздушная гимнастика. Москва;38;0;0;0;0;0;0
март;Ручная;13.03.2023;[Поиск] Спортивная гимнастика. Москва;184;9;438.59;0;0;0;0
март;Ручная;13.03.2023;[Поиск] Цирковое искусство. Москва;38;1;24.39;0;0;0;0
март;Ручная;13.03.2023;[Поиск] Акробатика. Москва;292;13;715.07;0;0;0;0
март;Ручная;13.03.2023;[Поиск] Гимнастика для малышей. Москва;316;14;1137.71;0;0;0;0
март;Автоматическая;13.03.2023;[РСЯ] vozdushnya-gimnastika;11706;60;2064.2;0;0;1;0
март;Автоматическая;13.03.2023;01.12 [РСЯ] deti CPA 1170;8988;55;2808;2;0;0;0
март;Автоматическая;13.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;1320;8;0;0;0;0;0
март;Автоматическая;13.03.2023;09.01 [Мастер кампаний] deti;369;5;960;1;0;0;0
март;Автоматическая;13.03.2023;09.01.23 ДРР [РСЯ] Общая;376;4;0;0;0;0;0
март;Автоматическая;13.03.2023;16.01 [РСЯ] parkour. CPA 1000;466;3;0;0;0;0;0
март;Ручная;14.03.2023;[Поиск] Паркур. Москва;92;7;303.18;0;0;0;0
март;Ручная;14.03.2023;[Поиск] Воздушная гимнастика. Москва;59;1;15.71;0;0;0;0
март;Ручная;14.03.2023;[Поиск] Спортивная гимнастика. Москва;196;8;444.58;0;0;0;0
март;Ручная;14.03.2023;[Поиск] Цирковое искусство. Москва;33;0;0;0;0;0;0
март;Ручная;14.03.2023;[Поиск] Акробатика. Москва;276;17;915.83;0;0;0;0
март;Ручная;14.03.2023;[Поиск] Гимнастика для малышей. Москва;152;6;402.83;0;0;0;0
март;Автоматическая;14.03.2023;[РСЯ] vozdushnya-gimnastika;2062;22;814.58;0;0;0;1
март;Автоматическая;14.03.2023;01.12 [РСЯ] deti CPA 1170;5619;58;0;0;0;0;0
март;Автоматическая;14.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;37;0;0;0;0;0;0
март;Автоматическая;14.03.2023;09.01 [Мастер кампаний] deti;66;1;960;1;0;1;0
март;Автоматическая;14.03.2023;09.01.23 ДРР [РСЯ] Общая;107;0;0;0;0;0;0
март;Автоматическая;14.03.2023;16.01 [РСЯ] parkour. CPA 1000;16;0;0;0;0;0;0
март;Ручная;15.03.2023;[Поиск] Паркур. Москва;80;4;197.6;0;0;0;0
март;Ручная;15.03.2023;[Поиск] Воздушная гимнастика. Москва;54;2;44.5;0;0;0;0
март;Ручная;15.03.2023;[Поиск] Спортивная гимнастика. Москва;216;12;786.34;0;0;0;0
март;Ручная;15.03.2023;[Поиск] Цирковое искусство. Москва;41;2;45.64;0;0;0;0
март;Ручная;15.03.2023;[Поиск] Акробатика. Москва;240;9;504.98;0;0;0;0
март;Автоматическая;15.03.2023;[РСЯ] vozdushnya-gimnastika;1524;14;541.32;0;0;0;0
март;Автоматическая;15.03.2023;01.12 [РСЯ] deti CPA 1170;8978;59;2808;2;0;0;0
март;Автоматическая;15.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;1067;9;0;0;0;0;0
март;Автоматическая;15.03.2023;09.01 [Мастер кампаний] deti;2443;13;1920;2;0;0;0
март;Автоматическая;15.03.2023;09.01.23 ДРР [РСЯ] Общая;3417;28;0;0;0;0;0
март;Автоматическая;15.03.2023;16.01 [РСЯ] parkour. CPA 1000;3529;19;0;0;0;0;0
март;Ручная;16.03.2023;[Поиск] Паркур. Москва;76;4;185.87;0;0;0;0
март;Ручная;16.03.2023;[Поиск] Воздушная гимнастика. Москва;52;0;0;0;0;0;0
март;Ручная;16.03.2023;[Поиск] Спортивная гимнастика. Москва;221;7;286.08;0;0;0;0
март;Ручная;16.03.2023;[Поиск] Цирковое искусство. Москва;46;3;103.28;0;0;0;0
март;Ручная;16.03.2023;[Поиск] Акробатика. Москва;275;12;417.01;0;0;0;0
март;Автоматическая;16.03.2023;[РСЯ] vozdushnya-gimnastika;6381;52;1897.92;0;0;0;1
март;Автоматическая;16.03.2023;01.12 [РСЯ] deti CPA 1170;4606;29;0;0;0;0;0
март;Автоматическая;16.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;1445;11;0;0;0;0;0
март;Автоматическая;16.03.2023;09.01 [Мастер кампаний] deti;3401;17;0;0;0;0;0
март;Автоматическая;16.03.2023;09.01.23 ДРР [РСЯ] Общая;1710;17;1920;2;0;0;0
март;Автоматическая;16.03.2023;16.01 [РСЯ] parkour. CPA 1000;4124;20;3600;0;2;0;0
март;Ручная;17.03.2023;[Поиск] Паркур. Москва;86;7;306.44;0;0;0;0
март;Ручная;17.03.2023;[Поиск] Воздушная гимнастика. Москва;51;4;91.58;0;0;0;0
март;Ручная;17.03.2023;[Поиск] Спортивная гимнастика. Москва;182;9;461.47;0;0;0;0
март;Ручная;17.03.2023;[Поиск] Цирковое искусство. Москва;23;0;0;0;0;0;0
март;Ручная;17.03.2023;[Поиск] Акробатика. Москва;307;12;739.44;0;0;0;0
март;Автоматическая;17.03.2023;[РСЯ] vozdushnya-gimnastika;12882;66;2124.95;0;0;0;0
март;Автоматическая;17.03.2023;01.12 [РСЯ] deti CPA 1170;7312;40;1404;1;0;0;0
март;Автоматическая;17.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;2183;13;0;0;0;0;0
март;Автоматическая;17.03.2023;09.01 [Мастер кампаний] deti;2324;16;0;0;0;0;0
март;Автоматическая;17.03.2023;09.01.23 ДРР [РСЯ] Общая;5174;22;0;0;0;0;0
март;Автоматическая;17.03.2023;16.01 [РСЯ] parkour. CPA 1000;4628;18;0;0;0;0;0
март;Ручная;18.03.2023;[Поиск] Паркур. Москва;106;4;124.83;0;0;0;0
март;Ручная;18.03.2023;[Поиск] Воздушная гимнастика. Москва;55;3;61.56;0;0;0;0
март;Ручная;18.03.2023;[Поиск] Спортивная гимнастика. Москва;232;12;689.06;0;0;0;0
март;Ручная;18.03.2023;[Поиск] Цирковое искусство. Москва;34;1;33.52;0;0;0;0
март;Ручная;18.03.2023;[Поиск] Акробатика. Москва;304;16;749.99;0;0;0;0
март;Автоматическая;18.03.2023;[РСЯ] vozdushnya-gimnastika;14399;78;3035.66;0;0;0;6
март;Автоматическая;18.03.2023;01.12 [РСЯ] deti CPA 1170;1363;13;1404;1;0;0;0
март;Автоматическая;18.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;1896;13;0;0;0;0;0
март;Автоматическая;18.03.2023;09.01 [Мастер кампаний] deti;1349;12;0;0;0;0;0
март;Автоматическая;18.03.2023;09.01.23 ДРР [РСЯ] Общая;3031;22;960;1;0;0;0
март;Автоматическая;18.03.2023;16.01 [РСЯ] parkour. CPA 1000;2708;15;1200;0;1;0;0
март;Ручная;19.03.2023;[Поиск] Паркур. Москва;151;5;159.7;0;0;0;0
март;Ручная;19.03.2023;[Поиск] Воздушная гимнастика. Москва;73;3;123.87;0;0;0;0
март;Ручная;19.03.2023;[Поиск] Спортивная гимнастика. Москва;254;7;260.49;0;0;0;0
март;Ручная;19.03.2023;[Поиск] Цирковое искусство. Москва;26;0;0;0;0;0;0
март;Ручная;19.03.2023;[Поиск] Акробатика. Москва;275;17;928.71;0;0;0;0
март;Автоматическая;19.03.2023;[РСЯ] vozdushnya-gimnastika;1519;16;573.32;0;0;0;0
март;Автоматическая;19.03.2023;01.12 [РСЯ] deti CPA 1170;1086;9;1404;1;0;0;0
март;Автоматическая;19.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;164;4;0;0;0;0;0
март;Автоматическая;19.03.2023;09.01 [Мастер кампаний] deti;42;1;0;0;0;0;0
март;Автоматическая;19.03.2023;09.01.23 ДРР [РСЯ] Общая;2049;10;1920;1;1;0;0
март;Автоматическая;19.03.2023;16.01 [РСЯ] parkour. CPA 1000;118;3;0;0;0;0;0
март;Ручная;20.03.2023;[Поиск] Паркур. Москва;54;2;87.25;0;0;0;0
март;Ручная;20.03.2023;[Поиск] Воздушная гимнастика. Москва;31;0;0;0;0;0;0
март;Ручная;20.03.2023;[Поиск] Спортивная гимнастика. Москва;119;6;373.97;0;0;0;0
март;Ручная;20.03.2023;[Поиск] Цирковое искусство. Москва;19;3;89.49;0;0;0;0
март;Ручная;20.03.2023;[Поиск] Акробатика. Москва;164;7;227.03;0;0;0;0
март;Автоматическая;20.03.2023;[РСЯ] vozdushnya-gimnastika;1440;7;242.63;0;0;0;0
март;Автоматическая;20.03.2023;01.12 [РСЯ] deti CPA 1170;1567;9;1404;1;0;0;0
март;Автоматическая;20.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;1523;7;0;0;0;0;0
март;Автоматическая;20.03.2023;09.01 [Мастер кампаний] deti;2402;11;960;1;0;0;0
март;Автоматическая;20.03.2023;09.01.23 ДРР [РСЯ] Общая;5305;29;960;1;1;0;0
март;Автоматическая;20.03.2023;16.01 [РСЯ] parkour. CPA 1000;801;9;2400;0;2;0;0
март;Ручная;21.03.2023;[Поиск] Паркур. Москва;90;4;170.55;0;0;0;0
март;Ручная;21.03.2023;[Поиск] Воздушная гимнастика. Москва;74;1;37.63;0;0;0;0
март;Ручная;21.03.2023;[Поиск] Спортивная гимнастика. Москва;188;7;355.71;0;0;1;0
март;Ручная;21.03.2023;[Поиск] Цирковое искусство. Москва;25;2;47.92;0;0;0;0
март;Ручная;21.03.2023;[Поиск] Акробатика. Москва;283;15;825.31;0;0;0;0
март;Автоматическая;21.03.2023;[РСЯ] vozdushnya-gimnastika;5025;36;1224.38;0;0;0;2
март;Автоматическая;21.03.2023;01.12 [РСЯ] deti CPA 1170;2472;27;1404;1;0;0;0
март;Автоматическая;21.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;11239;31;0;0;0;0;0
март;Автоматическая;21.03.2023;09.01 [Мастер кампаний] deti;2659;14;0;0;0;0;0
март;Автоматическая;21.03.2023;09.01.23 ДРР [РСЯ] Общая;6913;35;1920;2;0;0;0
март;Автоматическая;21.03.2023;16.01 [РСЯ] parkour. CPA 1000;5821;36;1200;0;1;0;0
март;Ручная;22.03.2023;[Поиск] Паркур. Москва;29;2;104.81;0;0;0;0
март;Ручная;22.03.2023;[Поиск] Воздушная гимнастика. Москва;19;2;97.92;0;0;0;0
март;Ручная;22.03.2023;[Поиск] Спортивная гимнастика. Москва;64;2;146.21;0;0;0;0
март;Ручная;22.03.2023;[Поиск] Цирковое искусство. Москва;10;0;0;0;0;0;0
март;Ручная;22.03.2023;[Поиск] Акробатика. Москва;54;1;47.62;0;0;0;0
март;Автоматическая;22.03.2023;[РСЯ] vozdushnya-gimnastika;2781;22;821.33;0;0;0;1
март;Автоматическая;22.03.2023;01.12 [РСЯ] deti CPA 1170;3467;25;1404;1;0;1;0
март;Автоматическая;22.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;2310;6;0;0;0;0;0
март;Автоматическая;22.03.2023;09.01 [Мастер кампаний] deti;176;2;0;0;0;0;0
март;Автоматическая;22.03.2023;09.01.23 ДРР [РСЯ] Общая;1096;16;1920;1;1;0;0
март;Автоматическая;22.03.2023;16.01 [РСЯ] parkour. CPA 1000;1033;4;0;0;0;0;0
март;Ручная;23.03.2023;[Поиск] Паркур. Москва;48;2;113.59;0;0;0;0
март;Ручная;23.03.2023;[Поиск] Воздушная гимнастика. Москва;30;2;74.25;0;0;0;0
март;Ручная;23.03.2023;[Поиск] Спортивная гимнастика. Москва;17;1;66.53;0;0;0;0
март;Ручная;23.03.2023;[Поиск] Цирковое искусство. Москва;16;1;40.36;0;0;0;0
март;Ручная;23.03.2023;[Поиск] Акробатика. Москва;100;6;393.18;0;0;0;0
март;Автоматическая;23.03.2023;[РСЯ] vozdushnya-gimnastika;4309;26;914.94;0;0;0;2
март;Автоматическая;23.03.2023;01.12 [РСЯ] deti CPA 1170;4227;23;1404;1;0;0;0
март;Автоматическая;23.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;1662;9;0;0;0;0;0
март;Автоматическая;23.03.2023;09.01 [Мастер кампаний] deti;1277;13;960;1;0;1;0
март;Автоматическая;23.03.2023;09.01.23 ДРР [РСЯ] Общая;3605;20;960;1;0;0;0
март;Автоматическая;23.03.2023;16.01 [РСЯ] parkour. CPA 1000;991;5;1200;0;1;0;0
март;Ручная;24.03.2023;[Поиск] Паркур. Москва;72;8;276.86;0;0;0;0
март;Ручная;24.03.2023;[Поиск] Воздушная гимнастика. Москва;70;2;75.5;0;0;0;0
март;Ручная;24.03.2023;[Поиск] Цирковое искусство. Москва;27;4;118.46;0;0;0;0
март;Ручная;24.03.2023;[Поиск] Акробатика. Москва;97;2;137.24;0;0;0;0
март;Автоматическая;24.03.2023;[РСЯ] vozdushnya-gimnastika;7233;50;1735.93;0;0;0;1
март;Автоматическая;24.03.2023;01.12 [РСЯ] deti CPA 1170;4745;28;0;0;0;0;0
март;Автоматическая;24.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;3575;19;0;0;0;0;0
март;Автоматическая;24.03.2023;09.01 [Мастер кампаний] deti;1437;7;960;1;0;0;0
март;Автоматическая;24.03.2023;09.01.23 ДРР [РСЯ] Общая;6149;35;1920;2;0;0;0
март;Автоматическая;24.03.2023;16.01 [РСЯ] parkour. CPA 1000;1642;10;1200;0;1;0;0
март;Ручная;25.03.2023;[Поиск] Паркур. Москва;108;2;75.81;0;0;0;0
март;Ручная;25.03.2023;[Поиск] Воздушная гимнастика. Москва;80;4;129.66;0;0;0;0
март;Ручная;25.03.2023;[Поиск] Цирковое искусство. Москва;21;1;48.72;0;0;0;0
март;Ручная;25.03.2023;[Поиск] Акробатика. Москва;194;7;325.11;0;0;2;0
март;Автоматическая;25.03.2023;[РСЯ] vozdushnya-gimnastika;9988;73;2699.99;0;0;0;5
март;Автоматическая;25.03.2023;01.12 [РСЯ] deti CPA 1170;597;11;1404;1;0;0;0
март;Автоматическая;25.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;342;0;0;0;0;0;0
март;Автоматическая;25.03.2023;09.01 [Мастер кампаний] deti;69;2;0;0;0;0;0
март;Автоматическая;25.03.2023;09.01.23 ДРР [РСЯ] Общая;512;9;0;0;0;0;0
март;Автоматическая;25.03.2023;16.01 [РСЯ] parkour. CPA 1000;220;3;1200;0;1;0;0
март;Ручная;26.03.2023;[Поиск] Паркур. Москва;101;3;118.17;0;0;0;0
март;Ручная;26.03.2023;[Поиск] Воздушная гимнастика. Москва;91;5;84.75;0;0;0;0
март;Ручная;26.03.2023;[Поиск] Цирковое искусство. Москва;24;1;39.73;0;0;0;0
март;Ручная;26.03.2023;[Поиск] Акробатика. Москва;309;19;945.05;0;0;0;0
март;Автоматическая;26.03.2023;[РСЯ] vozdushnya-gimnastika;13266;77;2693.28;0;0;0;0
март;Автоматическая;26.03.2023;01.12 [РСЯ] deti CPA 1170;8291;60;1404;1;0;0;0
март;Автоматическая;26.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;3147;17;0;0;0;0;0
март;Автоматическая;26.03.2023;09.01 [Мастер кампаний] deti;4016;21;2880;3;0;0;0
март;Автоматическая;26.03.2023;09.01.23 ДРР [РСЯ] Общая;8988;48;0;0;0;0;0
март;Автоматическая;26.03.2023;16.01 [РСЯ] parkour. CPA 1000;8070;35;1200;0;1;0;0
март;Ручная;27.03.2023;[Поиск] Паркур. Москва;102;7;247.17;0;0;0;0
март;Ручная;27.03.2023;[Поиск] Воздушная гимнастика. Москва;68;3;118.06;0;0;0;0
март;Ручная;27.03.2023;[Поиск] Цирковое искусство. Москва;22;2;48.55;0;0;0;0
март;Ручная;27.03.2023;[Поиск] Акробатика. Москва;204;6;169.63;0;0;0;0
март;Автоматическая;27.03.2023;[РСЯ] vozdushnya-gimnastika;15392;80;2599.61;0;0;0;2
март;Автоматическая;27.03.2023;01.12 [РСЯ] deti CPA 1170;3392;27;2808;2;0;0;0
март;Автоматическая;27.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;1884;13;0;0;0;0;0
март;Автоматическая;27.03.2023;09.01 [Мастер кампаний] deti;1518;12;960;1;0;0;0
март;Автоматическая;27.03.2023;09.01.23 ДРР [РСЯ] Общая;1801;14;0;0;0;0;0
март;Автоматическая;27.03.2023;16.01 [РСЯ] parkour. CPA 1000;1814;11;1200;0;1;0;0
март;Ручная;28.03.2023;[Поиск] Паркур. Москва;89;6;251.61;0;0;0;0
март;Ручная;28.03.2023;[Поиск] Воздушная гимнастика. Москва;58;3;118.57;0;0;0;0
март;Ручная;28.03.2023;[Поиск] Цирковое искусство. Москва;26;0;0;0;0;0;0
март;Ручная;28.03.2023;[Поиск] Акробатика. Москва;227;13;591.96;0;0;1;0
март;Автоматическая;28.03.2023;[РСЯ] vozdushnya-gimnastika;2555;23;669.08;0;0;0;2
март;Автоматическая;28.03.2023;01.12 [РСЯ] deti CPA 1170;1738;10;0;0;0;0;0
март;Автоматическая;28.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;6;0;0;0;0;0;0
март;Автоматическая;28.03.2023;09.01 [Мастер кампаний] deti;93;4;0;0;0;0;0
март;Автоматическая;28.03.2023;09.01.23 ДРР [РСЯ] Общая;65;1;0;0;0;0;0
март;Автоматическая;28.03.2023;16.01 [РСЯ] parkour. CPA 1000;15;0;0;0;0;0;0
март;Ручная;29.03.2023;[Поиск] Паркур. Москва;78;5;183.09;0;0;0;0
март;Ручная;29.03.2023;[Поиск] Воздушная гимнастика. Москва;54;2;48.66;0;0;0;0
март;Ручная;29.03.2023;[Поиск] Цирковое искусство. Москва;27;3;80.91;0;0;0;0
март;Ручная;29.03.2023;[Поиск] Акробатика. Москва;233;9;407.67;0;0;0;0
март;Автоматическая;29.03.2023;[РСЯ] vozdushnya-gimnastika;7140;59;2244.31;0;0;0;1
март;Автоматическая;29.03.2023;01.12 [РСЯ] deti CPA 1170;703;8;1404;1;0;0;0
март;Автоматическая;29.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;36;0;0;0;0;0;0
март;Автоматическая;29.03.2023;09.01 [Мастер кампаний] deti;13;0;0;0;0;0;0
март;Автоматическая;29.03.2023;09.01.23 ДРР [РСЯ] Общая;21;0;0;0;0;0;0
март;Автоматическая;29.03.2023;16.01 [РСЯ] parkour. CPA 1000;20;1;0;0;0;0;0
март;Ручная;30.03.2023;[Поиск] Паркур. Москва;82;2;59.43;0;0;0;0
март;Ручная;30.03.2023;[Поиск] Воздушная гимнастика. Москва;50;3;70.39;0;0;0;0
март;Ручная;30.03.2023;[Поиск] Цирковое искусство. Москва;41;5;82.06;0;0;0;0
март;Ручная;30.03.2023;[Поиск] Акробатика. Москва;250;12;621.01;0;0;0;0
март;Автоматическая;30.03.2023;[РСЯ] vozdushnya-gimnastika;3872;33;974.89;0;0;0;1
март;Автоматическая;30.03.2023;01.12 [РСЯ] deti CPA 1170;4900;40;0;0;0;0;0
март;Автоматическая;30.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;4090;38;0;0;0;0;0
март;Автоматическая;30.03.2023;09.01 [Мастер кампаний] deti;4437;24;960;1;0;0;0
март;Автоматическая;30.03.2023;09.01.23 ДРР [РСЯ] Общая;4126;20;960;1;0;0;0
март;Автоматическая;30.03.2023;16.01 [РСЯ] parkour. CPA 1000;4243;28;2400;0;2;0;0
март;Ручная;31.03.2023;[Поиск] Паркур. Москва;93;4;157.94;0;0;0;0
март;Ручная;31.03.2023;[Поиск] Воздушная гимнастика. Москва;31;3;76.9;0;0;0;0
март;Ручная;31.03.2023;[Поиск] Цирковое искусство. Москва;31;1;31.19;0;0;0;0
март;Ручная;31.03.2023;[Поиск] Акробатика. Москва;237;11;415.35;0;0;0;0
март;Автоматическая;31.03.2023;[РСЯ] vozdushnya-gimnastika;10920;78;2607.9;0;0;0;6
март;Автоматическая;31.03.2023;01.12 [РСЯ] deti CPA 1170;1052;10;0;0;0;0;0
март;Автоматическая;31.03.2023;01.12 [РСЯ] vzroslye. CPA 1000;544;9;0;0;0;0;0
март;Автоматическая;31.03.2023;09.01 [Мастер кампаний] deti;1191;6;0;0;0;0;0
март;Автоматическая;31.03.2023;09.01.23 ДРР [РСЯ] Общая;3346;24;960;1;0;0;0
март;Автоматическая;31.03.2023;16.01 [РСЯ] parkour. CPA 1000;1946;14;0;0;0;0;0
апрель;Ручная;01.04.2023;[Поиск] Паркур. Москва;74;6;177.09;0;0;0;0
апрель;Ручная;01.04.2023;[Поиск] Воздушная гимнастика. Москва;40;1;28.53;0;0;0;0
апрель;Ручная;01.04.2023;[Поиск] Цирковое искусство. Москва;31;1;29.62;0;0;0;0
апрель;Ручная;01.04.2023;[Поиск] Акробатика. Москва;197;7;259.52;0;0;0;0
апрель;Автоматическая;01.04.2023;[РСЯ] vozdushnya-gimnastika;5785;55;1428.77;0;0;0;0
апрель;Автоматическая;01.04.2023;01.12 [РСЯ] deti CPA 1170;1335;8;0;0;0;0;0
апрель;Автоматическая;01.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;2;0;0;0;0;0;0
апрель;Автоматическая;01.04.2023;09.01 [Мастер кампаний] deti;16;0;0;0;0;0;0
апрель;Автоматическая;01.04.2023;09.01.23 ДРР [РСЯ] Общая;374;9;0;0;0;0;0
апрель;Автоматическая;01.04.2023;16.01 [РСЯ] parkour. CPA 1000;1212;8;0;0;0;0;0
апрель;Ручная;02.04.2023;[Поиск] Паркур. Москва;89;8;234.98;0;0;0;0
апрель;Ручная;02.04.2023;[Поиск] Воздушная гимнастика. Москва;61;2;74;0;0;0;0
апрель;Ручная;02.04.2023;[Поиск] Цирковое искусство. Москва;36;3;60.11;0;0;0;0
апрель;Ручная;02.04.2023;[Поиск] Акробатика. Москва;262;11;283.2;0;0;0;0
апрель;Автоматическая;02.04.2023;[РСЯ] vozdushnya-gimnastika;8633;55;1473.56;0;0;0;1
апрель;Автоматическая;02.04.2023;01.12 [РСЯ] deti CPA 1170;1734;10;2808;2;0;0;0
апрель;Автоматическая;02.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;386;4;0;0;0;0;0
апрель;Автоматическая;02.04.2023;09.01 [Мастер кампаний] deti;70;1;0;0;0;0;0
апрель;Автоматическая;02.04.2023;09.01.23 ДРР [РСЯ] Общая;71;0;0;0;0;0;0
апрель;Автоматическая;02.04.2023;16.01 [РСЯ] parkour. CPA 1000;226;0;0;0;0;0;0
апрель;Ручная;03.04.2023;[Поиск] Паркур. Москва;34;2;68.45;0;0;0;0
апрель;Ручная;03.04.2023;[Поиск] Воздушная гимнастика. Москва;17;0;0;0;0;0;0
апрель;Ручная;03.04.2023;[Поиск] Цирковое искусство. Москва;14;1;34.44;0;0;0;0
апрель;Ручная;03.04.2023;[Поиск] Акробатика. Москва;114;3;87.93;0;0;0;0
апрель;Автоматическая;03.04.2023;[РСЯ] vozdushnya-gimnastika;14541;65;1676.76;0;0;0;2
апрель;Автоматическая;03.04.2023;01.12 [РСЯ] deti CPA 1170;817;3;0;0;0;0;0
апрель;Автоматическая;03.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;5879;34;0;0;0;0;0
апрель;Автоматическая;03.04.2023;09.01 [Мастер кампаний] deti;981;8;0;0;0;0;0
апрель;Автоматическая;03.04.2023;09.01.23 ДРР [РСЯ] Общая;1931;13;0;0;0;0;0
апрель;Автоматическая;03.04.2023;16.01 [РСЯ] parkour. CPA 1000;1321;3;0;0;0;0;0
апрель;Ручная;04.04.2023;[Поиск] Паркур. Москва;94;5;187.26;0;0;0;0
апрель;Ручная;04.04.2023;[Поиск] Воздушная гимнастика. Москва;42;3;57.56;0;0;0;0
апрель;Ручная;04.04.2023;[Поиск] Цирковое искусство. Москва;30;0;0;0;0;0;0
апрель;Ручная;04.04.2023;[Поиск] Акробатика. Москва;268;13;590.96;0;0;0;0
апрель;Автоматическая;04.04.2023;[РСЯ] vozdushnya-gimnastika;22952;114;2598.87;0;0;0;1
апрель;Автоматическая;04.04.2023;01.12 [РСЯ] deti CPA 1170;846;3;0;0;0;0;0
апрель;Автоматическая;04.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;2017;29;0;0;0;0;0
апрель;Автоматическая;04.04.2023;09.01 [Мастер кампаний] deti;390;5;0;0;0;0;0
апрель;Автоматическая;04.04.2023;09.01.23 ДРР [РСЯ] Общая;1810;18;0;0;0;0;0
апрель;Автоматическая;04.04.2023;16.01 [РСЯ] parkour. CPA 1000;630;1;0;0;0;0;0
апрель;Ручная;05.04.2023;[Поиск] Паркур. Москва;61;1;48.93;0;0;0;0
апрель;Ручная;05.04.2023;[Поиск] Воздушная гимнастика. Москва;64;0;0;0;0;0;0
апрель;Ручная;05.04.2023;[Поиск] Цирковое искусство. Москва;36;1;37.85;0;0;0;0
апрель;Ручная;05.04.2023;[Поиск] Акробатика. Москва;194;9;317.45;0;0;0;0
апрель;Автоматическая;05.04.2023;[РСЯ] vozdushnya-gimnastika;10798;49;1017.29;0;0;0;0
апрель;Автоматическая;05.04.2023;01.12 [РСЯ] deti CPA 1170;20;0;0;0;0;0;0
апрель;Автоматическая;05.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;1;0;0;0;0;0;0
апрель;Автоматическая;05.04.2023;09.01 [Мастер кампаний] deti;1;0;0;0;0;0;0
апрель;Автоматическая;05.04.2023;09.01.23 ДРР [РСЯ] Общая;239;1;0;0;0;0;0
апрель;Ручная;06.04.2023;[Поиск] Паркур. Москва;77;4;225.98;0;0;1;0
апрель;Ручная;06.04.2023;[Поиск] Воздушная гимнастика. Москва;38;1;23.23;0;0;0;0
апрель;Ручная;06.04.2023;[Поиск] Цирковое искусство. Москва;26;1;34.44;0;0;0;0
апрель;Ручная;06.04.2023;[Поиск] Акробатика. Москва;271;18;987.14;0;0;0;0
апрель;Автоматическая;06.04.2023;[РСЯ] vozdushnya-gimnastika;9950;70;1696.41;0;0;0;0
апрель;Автоматическая;06.04.2023;01.12 [РСЯ] deti CPA 1170;1728;8;1404;1;0;0;0
апрель;Автоматическая;06.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;3373;25;0;0;0;0;0
апрель;Автоматическая;06.04.2023;09.01 [Мастер кампаний] deti;131;0;0;0;0;0;0
апрель;Автоматическая;06.04.2023;09.01.23 ДРР [РСЯ] Общая;1310;4;960;1;0;0;0
