Месяц;Стратегия;Дата;Кампания;Показы;Клики;Расход(руб.);Лиды_deti;Лиды_parkour;Звонок;Лиды_vozdushnya-gimnastika_
апрель;Автоматическая;06.04.2023;16.01 [РСЯ] parkour. CPA 1000;103;3;0;0;0;0;0
апрель;Ручная;07.04.2023;[Поиск] Паркур. Москва;75;6;288.14;0;0;0;0
апрель;Ручная;07.04.2023;[Поиск] Воздушная гимнастика. Москва;56;3;76.77;0;0;0;0
апрель;Ручная;07.04.2023;[Поиск] Цирковое искусство. Москва;19;0;0;0;0;0;0
апрель;Ручная;07.04.2023;[Поиск] Акробатика. Москва;210;15;554.57;0;0;0;0
апрель;Автоматическая;07.04.2023;[РСЯ] vozdushnya-gimnastika;1530;23;504.18;0;0;0;2
апрель;Автоматическая;07.04.2023;01.12 [РСЯ] deti CPA 1170;12782;71;4212;3;0;0;0
апрель;Автоматическая;07.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;4976;44;0;0;0;0;0
апрель;Автоматическая;07.04.2023;09.01 [Мастер кампаний] deti;9274;31;0;0;0;0;0
апрель;Автоматическая;07.04.2023;09.01.23 ДРР [РСЯ] Общая;3693;23;960;0;1;0;0
апрель;Автоматическая;07.04.2023;16.01 [РСЯ] parkour. CPA 1000;3543;18;0;0;0;0;0
апрель;Ручная;08.04.2023;[Поиск] Паркур. Москва;61;7;310.1;0;0;0;0
апрель;Ручная;08.04.2023;[Поиск] Воздушная гимнастика. Москва;56;3;52.65;0;0;0;0
апрель;Ручная;08.04.2023;[Поиск] Цирковое искусство. Москва;30;1;30.52;0;0;0;0
апрель;Ручная;08.04.2023;[Поиск] Акробатика. Москва;200;8;348.3;0;0;0;0
апрель;Автоматическая;08.04.2023;[РСЯ] vozdushnya-gimnastika;8199;70;2501.15;0;0;0;3
апрель;Автоматическая;08.04.2023;01.12 [РСЯ] deti CPA 1170;2057;16;1404;1;0;0;0
апрель;Автоматическая;08.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;4423;66;0;0;0;0;0
апрель;Автоматическая;08.04.2023;09.01 [Мастер кампаний] deti;2093;10;960;1;0;0;0
апрель;Автоматическая;08.04.2023;09.01.23 ДРР [РСЯ] Общая;6471;28;1920;1;1;0;0
апрель;Автоматическая;08.04.2023;16.01 [РСЯ] parkour. CPA 1000;2671;21;0;0;0;0;0
апрель;Ручная;09.04.2023;[Поиск] Паркур. Москва;74;7;282.02;0;0;0;0
апрель;Ручная;09.04.2023;[Поиск] Воздушная гимнастика. Москва;57;4;122.71;0;0;0;0
апрель;Ручная;09.04.2023;[Поиск] Цирковое искусство. Москва;30;1;23.41;0;0;0;0
апрель;Ручная;09.04.2023;[Поиск] Акробатика. Москва;312;20;1027.74;0;0;0;0
апрель;Автоматическая;09.04.2023;[РСЯ] vozdushnya-gimnastika;4288;34;922.65;0;0;0;1
апрель;Автоматическая;09.04.2023;01.12 [РСЯ] deti CPA 1170;716;7;0;0;0;0;0
апрель;Автоматическая;09.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;2037;35;0;0;0;0;0
апрель;Автоматическая;09.04.2023;09.01 [Мастер кампаний] deti;8;0;0;0;0;0;0
апрель;Автоматическая;09.04.2023;09.01.23 ДРР [РСЯ] Общая;3395;27;960;1;0;0;0
апрель;Автоматическая;09.04.2023;16.01 [РСЯ] parkour. CPA 1000;434;3;0;0;0;0;0
апрель;Ручная;10.04.2023;[Поиск] Паркур. Москва;65;3;75.44;0;0;0;0
апрель;Ручная;10.04.2023;[Поиск] Воздушная гимнастика. Москва;59;3;89.09;0;0;1;0
апрель;Ручная;10.04.2023;[Поиск] Цирковое искусство. Москва;24;3;63.4;0;0;0;0
апрель;Ручная;10.04.2023;[Поиск] Акробатика. Москва;228;4;186.79;0;0;0;0
апрель;Автоматическая;10.04.2023;[РСЯ] vozdushnya-gimnastika;12544;77;2482.33;0;0;0;2
апрель;Автоматическая;10.04.2023;01.12 [РСЯ] deti CPA 1170;113;1;0;0;0;0;0
апрель;Автоматическая;10.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;1;0;0;0;0;0;0
апрель;Автоматическая;10.04.2023;09.01 [Мастер кампаний] deti;73;3;0;0;0;0;0
апрель;Автоматическая;10.04.2023;09.01.23 ДРР [РСЯ] Общая;566;6;0;0;0;0;0
апрель;Ручная;11.04.2023;[Поиск] Паркур. Москва;50;3;112.01;0;0;0;0
апрель;Ручная;11.04.2023;[Поиск] Воздушная гимнастика. Москва;41;0;0;0;0;0;0
апрель;Ручная;11.04.2023;[Поиск] Цирковое искусство. Москва;40;1;14.68;0;0;0;0
апрель;Ручная;11.04.2023;[Поиск] Акробатика. Москва;231;12;553.87;0;0;0;0
апрель;Автоматическая;11.04.2023;[РСЯ] vozdushnya-gimnastika;2535;5;272.49;0;0;0;1
апрель;Автоматическая;11.04.2023;01.12 [РСЯ] deti CPA 1170;543;3;0;0;0;0;0
апрель;Автоматическая;11.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;701;3;0;0;0;0;0
апрель;Автоматическая;11.04.2023;09.01 [Мастер кампаний] deti;88;2;960;1;0;0;0
апрель;Автоматическая;11.04.2023;09.01.23 ДРР [РСЯ] Общая;202;4;960;1;0;0;0
апрель;Автоматическая;11.04.2023;16.01 [РСЯ] parkour. CPA 1000;183;1;0;0;0;0;0
апрель;Ручная;12.04.2023;[Поиск] Паркур. Москва;71;5;228.04;0;0;0;0
апрель;Ручная;12.04.2023;[Поиск] Воздушная гимнастика. Москва;59;4;121.38;0;0;0;0
апрель;Ручная;12.04.2023;[Поиск] Цирковое искусство. Москва;32;4;66.75;0;0;0;0
апрель;Ручная;12.04.2023;[Поиск] Акробатика. Москва;211;10;458.46;0;0;0;0
апрель;Автоматическая;12.04.2023;[РСЯ] vozdushnya-gimnastika;338;7;223.27;0;0;0;1
апрель;Автоматическая;12.04.2023;01.12 [РСЯ] deti CPA 1170;3655;23;0;0;0;0;0
апрель;Автоматическая;12.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;459;3;0;0;0;0;0
апрель;Автоматическая;12.04.2023;09.01 [Мастер кампаний] deti;2105;6;0;0;0;0;0
апрель;Автоматическая;12.04.2023;09.01.23 ДРР [РСЯ] Общая;1173;4;960;1;0;0;0
апрель;Автоматическая;12.04.2023;16.01 [РСЯ] parkour. CPA 1000;1209;2;1200;0;1;0;0
апрель;Ручная;13.04.2023;[Поиск] Паркур. Москва;87;8;342.31;0;0;1;0
апрель;Ручная;13.04.2023;[Поиск] Воздушная гимнастика. Москва;50;3;120.14;0;0;0;0
апрель;Ручная;13.04.2023;[Поиск] Цирковое искусство. Москва;32;2;76.42;0;0;0;0
апрель;Ручная;13.04.2023;[Поиск] Акробатика. Москва;199;7;242.5;0;0;0;0
апрель;Автоматическая;13.04.2023;[РСЯ] vozdushnya-gimnastika;381;2;63.98;0;0;0;0
апрель;Автоматическая;13.04.2023;01.12 [РСЯ] deti CPA 1170;4451;29;2808;2;0;0;0
апрель;Автоматическая;13.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;3580;21;0;0;0;0;0
апрель;Автоматическая;13.04.2023;09.01 [Мастер кампаний] deti;2607;15;960;1;0;0;0
апрель;Автоматическая;13.04.2023;09.01.23 ДРР [РСЯ] Общая;6006;27;0;0;0;1;0
апрель;Автоматическая;13.04.2023;16.01 [РСЯ] parkour. CPA 1000;3992;25;2400;0;2;0;0
апрель;Ручная;14.04.2023;[Поиск] Паркур. Москва;58;1;26.34;0;0;0;0
апрель;Ручная;14.04.2023;[Поиск] Воздушная гимнастика. Москва;35;0;0;0;0;0;0
апрель;Ручная;14.04.2023;[Поиск] Цирковое искусство. Москва;28;0;0;0;0;0;0
апрель;Ручная;14.04.2023;[Поиск] Акробатика. Москва;194;10;644.18;0;0;0;0
апрель;Автоматическая;14.04.2023;[РСЯ] vozdushnya-gimnastika;1677;8;410.31;0;0;0;3
апрель;Автоматическая;14.04.2023;01.12 [РСЯ] deti CPA 1170;6681;38;1404;1;0;0;0
апрель;Автоматическая;14.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;3162;29;0;0;0;0;0
апрель;Автоматическая;14.04.2023;09.01 [Мастер кампаний] deti;3107;16;0;0;0;0;0
апрель;Автоматическая;14.04.2023;09.01.23 ДРР [РСЯ] Общая;7406;39;2880;3;0;0;0
апрель;Автоматическая;14.04.2023;16.01 [РСЯ] parkour. CPA 1000;3177;17;0;0;0;0;0
апрель;Ручная;15.04.2023;[Поиск] Паркур. Москва;50;1;26.83;0;0;0;0
апрель;Ручная;15.04.2023;[Поиск] Воздушная гимнастика. Москва;34;1;12.91;0;0;0;0
апрель;Ручная;15.04.2023;[Поиск] Цирковое искусство. Москва;28;2;43.25;0;0;0;0
апрель;Ручная;15.04.2023;[Поиск] Акробатика. Москва;182;9;413.4;0;0;0;0
апрель;Автоматическая;15.04.2023;[РСЯ] vozdushnya-gimnastika;394;2;107.72;0;0;0;3
апрель;Автоматическая;15.04.2023;01.12 [РСЯ] deti CPA 1170;1103;5;0;0;0;0;0
апрель;Автоматическая;15.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;200;1;0;0;0;0;0
апрель;Автоматическая;15.04.2023;09.01 [Мастер кампаний] deti;66;2;960;1;0;0;0
апрель;Автоматическая;15.04.2023;09.01.23 ДРР [РСЯ] Общая;916;13;1920;2;0;1;0
апрель;Автоматическая;15.04.2023;16.01 [РСЯ] parkour. CPA 1000;404;7;1200;0;1;0;0
апрель;Ручная;16.04.2023;[Поиск] Паркур. Москва;44;3;99.92;0;0;0;0
апрель;Ручная;16.04.2023;[Поиск] Воздушная гимнастика. Москва;42;3;69.14;0;0;0;0
апрель;Ручная;16.04.2023;[Поиск] Цирковое искусство. Москва;28;2;53.04;0;0;0;0
апрель;Ручная;16.04.2023;[Поиск] Акробатика. Москва;146;11;515.74;0;0;0;0
апрель;Автоматическая;16.04.2023;[РСЯ] vozdushnya-gimnastika;987;4;123.22;0;0;0;1
апрель;Автоматическая;16.04.2023;01.12 [РСЯ] deti CPA 1170;6311;26;0;0;0;0;0
апрель;Автоматическая;16.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;3489;55;0;0;0;0;0
апрель;Автоматическая;16.04.2023;09.01 [Мастер кампаний] deti;3515;24;1920;2;0;0;0
апрель;Автоматическая;16.04.2023;09.01.23 ДРР [РСЯ] Общая;2637;17;0;0;0;0;0
апрель;Автоматическая;16.04.2023;16.01 [РСЯ] parkour. CPA 1000;2903;22;1200;0;1;0;0
апрель;Ручная;17.04.2023;[Поиск] Паркур. Москва;83;3;98.76;0;0;0;0
апрель;Ручная;17.04.2023;[Поиск] Воздушная гимнастика. Москва;36;1;38.95;0;0;0;0
апрель;Ручная;17.04.2023;[Поиск] Цирковое искусство. Москва;30;1;44.6;0;0;0;0
апрель;Ручная;17.04.2023;[Поиск] Акробатика. Москва;218;15;728.59;0;0;1;0
апрель;Автоматическая;17.04.2023;[РСЯ] vozdushnya-gimnastika;1737;17;447.34;0;0;0;2
апрель;Автоматическая;17.04.2023;01.12 [РСЯ] deti CPA 1170;965;8;0;0;0;0;0
апрель;Автоматическая;17.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;920;11;0;0;0;1;0
апрель;Автоматическая;17.04.2023;09.01 [Мастер кампаний] deti;1097;4;0;0;0;0;0
апрель;Автоматическая;17.04.2023;09.01.23 ДРР [РСЯ] Общая;3195;14;960;1;0;0;0
апрель;Автоматическая;17.04.2023;16.01 [РСЯ] parkour. CPA 1000;215;0;0;0;0;0;0
апрель;Ручная;18.04.2023;[Поиск] Паркур. Москва;91;8;314.27;0;0;0;0
апрель;Ручная;18.04.2023;[Поиск] Воздушная гимнастика. Москва;56;1;32.08;0;0;0;0
апрель;Ручная;18.04.2023;[Поиск] Цирковое искусство. Москва;50;0;0;0;0;0;0
апрель;Ручная;18.04.2023;[Поиск] Акробатика. Москва;255;18;659.43;0;0;0;0
апрель;Автоматическая;18.04.2023;[РСЯ] vozdushnya-gimnastika;4113;25;651.6;0;0;0;1
апрель;Автоматическая;18.04.2023;01.12 [РСЯ] deti CPA 1170;279;0;0;0;0;0;0
апрель;Автоматическая;18.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;15;0;0;0;0;0;0
апрель;Автоматическая;18.04.2023;09.01 [Мастер кампаний] deti;636;2;0;0;0;0;0
апрель;Автоматическая;18.04.2023;09.01.23 ДРР [РСЯ] Общая;895;8;0;0;0;1;0
апрель;Автоматическая;18.04.2023;16.01 [РСЯ] parkour. CPA 1000;7;0;0;0;0;0;0
апрель;Ручная;19.04.2023;[Поиск] Паркур. Москва;84;5;251.03;0;0;0;0
апрель;Ручная;19.04.2023;[Поиск] Воздушная гимнастика. Москва;38;2;27.42;0;0;0;0
апрель;Ручная;19.04.2023;[Поиск] Цирковое искусство. Москва;55;3;105.8;0;0;0;0
апрель;Ручная;19.04.2023;[Поиск] Акробатика. Москва;309;5;316.86;0;0;0;0
апрель;Автоматическая;19.04.2023;[РСЯ] vozdushnya-gimnastika;7254;46;1928.58;0;0;0;0
апрель;Автоматическая;19.04.2023;01.12 [РСЯ] deti CPA 1170;208;1;0;0;0;0;0
апрель;Автоматическая;19.04.2023;09.01 [Мастер кампаний] deti;14;0;0;0;0;0;0
апрель;Автоматическая;19.04.2023;09.01.23 ДРР [РСЯ] Общая;424;1;0;0;0;0;0
апрель;Автоматическая;19.04.2023;16.01 [РСЯ] parkour. CPA 1000;3;0;0;0;0;0;0
апрель;Ручная;20.04.2023;[Поиск] Паркур. Москва;91;10;460.4;0;0;0;0
апрель;Ручная;20.04.2023;[Поиск] Воздушная гимнастика. Москва;32;0;0;0;0;0;0
апрель;Ручная;20.04.2023;[Поиск] Цирковое искусство. Москва;31;0;0;0;0;0;0
апрель;Ручная;20.04.2023;[Поиск] Акробатика. Москва;302;12;527.19;0;0;0;0
апрель;Автоматическая;20.04.2023;[РСЯ] vozdushnya-gimnastika;12189;55;1862.44;0;0;0;2
апрель;Автоматическая;20.04.2023;01.12 [РСЯ] deti CPA 1170;87;0;0;0;0;0;0
апрель;Автоматическая;20.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;1;0;0;0;0;0;0
апрель;Автоматическая;20.04.2023;09.01 [Мастер кампаний] deti;493;3;0;0;0;0;0
апрель;Автоматическая;20.04.2023;09.01.23 ДРР [РСЯ] Общая;222;1;0;0;0;0;0
апрель;Автоматическая;20.04.2023;16.01 [РСЯ] parkour. CPA 1000;430;3;0;0;0;0;0
апрель;Ручная;21.04.2023;[Поиск] Паркур. Москва;83;7;227.13;0;0;0;0
апрель;Ручная;21.04.2023;[Поиск] Воздушная гимнастика. Москва;45;2;67.87;0;0;1;0
апрель;Ручная;21.04.2023;[Поиск] Цирковое искусство. Москва;37;3;89.12;0;0;0;0
апрель;Ручная;21.04.2023;[Поиск] Акробатика. Москва;265;13;654.03;0;0;0;0
апрель;Автоматическая;21.04.2023;[РСЯ] vozdushnya-gimnastika;12879;72;2699.99;0;0;0;2
апрель;Автоматическая;21.04.2023;01.12 [РСЯ] deti CPA 1170;83;1;0;0;0;0;0
апрель;Автоматическая;21.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;1;0;0;0;0;0;0
апрель;Автоматическая;21.04.2023;09.01 [Мастер кампаний] deti;168;0;0;0;0;0;0
апрель;Автоматическая;21.04.2023;09.01.23 ДРР [РСЯ] Общая;184;2;2880;3;0;0;0
апрель;Автоматическая;21.04.2023;16.01 [РСЯ] parkour. CPA 1000;1319;5;0;0;0;0;0
апрель;Ручная;22.04.2023;[Поиск] Паркур. Москва;91;1;46.45;0;0;0;0
апрель;Ручная;22.04.2023;[Поиск] Воздушная гимнастика. Москва;28;2;61.15;0;0;0;0
апрель;Ручная;22.04.2023;[Поиск] Цирковое искусство. Москва;57;3;62.44;0;0;0;0
апрель;Ручная;22.04.2023;[Поиск] Акробатика. Москва;260;26;993.15;0;0;0;0
апрель;Автоматическая;22.04.2023;[РСЯ] vozdushnya-gimnastika;13313;75;2678.29;0;0;0;2
апрель;Автоматическая;22.04.2023;01.12 [РСЯ] deti CPA 1170;302;1;0;0;0;0;0
апрель;Автоматическая;22.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;452;10;0;0;0;0;0
апрель;Автоматическая;22.04.2023;09.01 [Мастер кампаний] deti;110;0;0;0;0;0;0
апрель;Автоматическая;22.04.2023;09.01.23 ДРР [РСЯ] Общая;2871;15;960;1;0;0;0
апрель;Автоматическая;22.04.2023;16.01 [РСЯ] parkour. CPA 1000;158;1;0;0;0;0;0
апрель;Ручная;23.04.2023;[Поиск] Паркур. Москва;135;10;365.41;0;0;1;0
апрель;Ручная;23.04.2023;[Поиск] Воздушная гимнастика. Москва;44;4;103.43;0;0;0;0
апрель;Ручная;23.04.2023;[Поиск] Цирковое искусство. Москва;45;4;102.89;0;0;0;0
апрель;Ручная;23.04.2023;[Поиск] Акробатика. Москва;286;18;586.74;0;0;1;0
апрель;Автоматическая;23.04.2023;[РСЯ] vozdushnya-gimnastika;6912;46;1303.42;0;0;0;2
апрель;Автоматическая;23.04.2023;01.12 [РСЯ] deti CPA 1170;1500;6;0;0;0;0;0
апрель;Автоматическая;23.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;228;1;0;0;0;0;0
апрель;Автоматическая;23.04.2023;09.01 [Мастер кампаний] deti;290;4;0;0;0;0;0
апрель;Автоматическая;23.04.2023;09.01.23 ДРР [РСЯ] Общая;5780;28;0;0;0;0;0
апрель;Автоматическая;23.04.2023;16.01 [РСЯ] parkour. CPA 1000;437;4;1200;0;1;0;0
апрель;Ручная;24.04.2023;[Поиск] Паркур. Москва;124;7;363.48;0;0;0;0
апрель;Ручная;24.04.2023;[Поиск] Воздушная гимнастика. Москва;59;4;103.43;0;0;0;0
апрель;Ручная;24.04.2023;[Поиск] Цирковое искусство. Москва;39;2;60.66;0;0;0;0
апрель;Ручная;24.04.2023;[Поиск] Акробатика. Москва;358;21;1041.31;0;0;0;0
апрель;Автоматическая;24.04.2023;[РСЯ] vozdushnya-gimnastika;14288;93;2401.09;0;0;0;2
апрель;Автоматическая;24.04.2023;01.12 [РСЯ] deti CPA 1170;311;6;0;0;0;0;0
апрель;Автоматическая;24.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;1252;11;0;0;0;0;0
апрель;Автоматическая;24.04.2023;09.01 [Мастер кампаний] deti;480;2;0;0;0;0;0
апрель;Автоматическая;24.04.2023;09.01.23 ДРР [РСЯ] Общая;4885;27;2880;3;0;0;0
апрель;Автоматическая;24.04.2023;16.01 [РСЯ] parkour. CPA 1000;1061;3;0;0;0;0;0
апрель;Ручная;25.04.2023;[Поиск] Паркур. Москва;77;3;154.27;0;0;0;0
апрель;Ручная;25.04.2023;[Поиск] Воздушная гимнастика. Москва;41;3;112.23;0;0;0;0
апрель;Ручная;25.04.2023;[Поиск] Цирковое искусство. Москва;51;3;75.55;0;0;0;0
апрель;Ручная;25.04.2023;[Поиск] Акробатика. Москва;271;7;364.23;0;0;0;0
апрель;Автоматическая;25.04.2023;[РСЯ] vozdushnya-gimnastika;4939;46;1226.65;0;0;0;1
апрель;Автоматическая;25.04.2023;01.12 [РСЯ] deti CPA 1170;829;7;1404;1;0;0;0
апрель;Автоматическая;25.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;155;5;0;0;0;0;0
апрель;Автоматическая;25.04.2023;09.01 [Мастер кампаний] deti;2714;10;960;1;0;0;0
апрель;Автоматическая;25.04.2023;09.01.23 ДРР [РСЯ] Общая;855;5;0;0;0;0;0
апрель;Автоматическая;25.04.2023;16.01 [РСЯ] parkour. CPA 1000;13;0;0;0;0;0;0
апрель;Ручная;26.04.2023;[Поиск] Паркур. Москва;98;0;0;0;0;0;0
апрель;Ручная;26.04.2023;[Поиск] Воздушная гимнастика. Москва;48;3;81.66;0;0;0;0
апрель;Ручная;26.04.2023;[Поиск] Цирковое искусство. Москва;50;2;47.86;0;0;0;0
апрель;Ручная;26.04.2023;[Поиск] Акробатика. Москва;231;6;232.39;0;0;0;0
апрель;Автоматическая;26.04.2023;[РСЯ] vozdushnya-gimnastika;10986;95;2398.57;0;0;0;3
апрель;Автоматическая;26.04.2023;01.12 [РСЯ] deti CPA 1170;75;1;0;0;0;0;0
апрель;Автоматическая;26.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;26;0;0;0;0;0;0
апрель;Автоматическая;26.04.2023;09.01 [Мастер кампаний] deti;299;4;0;0;0;0;0
апрель;Автоматическая;26.04.2023;09.01.23 ДРР [РСЯ] Общая;303;2;0;0;0;0;0
апрель;Автоматическая;26.04.2023;16.01 [РСЯ] parkour. CPA 1000;2;0;0;0;0;0;0
апрель;Ручная;27.04.2023;[Поиск] Паркур. Москва;74;3;153.51;0;0;0;0
апрель;Ручная;27.04.2023;[Поиск] Воздушная гимнастика. Москва;40;0;0;0;0;0;0
апрель;Ручная;27.04.2023;[Поиск] Цирковое искусство. Москва;51;0;0;0;0;0;0
апрель;Ручная;27.04.2023;[Поиск] Акробатика. Москва;190;8;359.87;0;0;0;0
апрель;Автоматическая;27.04.2023;[РСЯ] vozdushnya-gimnastika;4278;45;926.4;0;0;0;0
апрель;Автоматическая;27.04.2023;01.12 [РСЯ] deti CPA 1170;112;4;0;0;0;0;0
апрель;Автоматическая;27.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;5;0;0;0;0;0;0
апрель;Автоматическая;27.04.2023;09.01 [Мастер кампаний] deti;4;0;0;0;0;0;0
апрель;Автоматическая;27.04.2023;09.01.23 ДРР [РСЯ] Общая;183;4;0;0;0;0;0
апрель;Автоматическая;27.04.2023;16.01 [РСЯ] parkour. CPA 1000;89;0;0;0;0;0;0
апрель;Ручная;28.04.2023;[Поиск] Паркур. Москва;72;2;49.02;0;0;0;0
апрель;Ручная;28.04.2023;[Поиск] Воздушная гимнастика. Москва;36;3;104.16;0;0;0;0
апрель;Ручная;28.04.2023;[Поиск] Цирковое искусство. Москва;52;1;34.9;0;0;0;0
апрель;Ручная;28.04.2023;[Поиск] Акробатика. Москва;197;12;568.51;0;0;0;0
апрель;Автоматическая;28.04.2023;[РСЯ] vozdushnya-gimnastika;5204;59;1709.21;0;0;0;1
апрель;Автоматическая;28.04.2023;01.12 [РСЯ] deti CPA 1170;93;0;0;0;0;0;0
апрель;Автоматическая;28.04.2023;09.01 [Мастер кампаний] deti;3;0;0;0;0;0;0
апрель;Автоматическая;28.04.2023;09.01.23 ДРР [РСЯ] Общая;200;2;0;0;0;0;0
апрель;Автоматическая;28.04.2023;16.01 [РСЯ] parkour. CPA 1000;241;2;0;0;0;0;0
апрель;Ручная;29.04.2023;[Поиск] Паркур. Москва;66;1;50.6;0;0;0;0
апрель;Ручная;29.04.2023;[Поиск] Воздушная гимнастика. Москва;45;4;108.77;0;0;1;0
апрель;Ручная;29.04.2023;[Поиск] Цирковое искусство. Москва;27;0;0;0;0;0;0
апрель;Ручная;29.04.2023;[Поиск] Акробатика. Москва;185;16;639.81;0;0;0;0
апрель;Автоматическая;29.04.2023;[РСЯ] vozdushnya-gimnastika;3210;39;1098.86;0;0;1;4
апрель;Автоматическая;29.04.2023;01.12 [РСЯ] deti CPA 1170;1264;3;1404;1;0;0;0
апрель;Автоматическая;29.04.2023;01.12 [РСЯ] vzroslye. CPA 1000;2085;39;0;0;0;0;0
апрель;Автоматическая;29.04.2023;09.01 [Мастер кампаний] deti;98;1;0;0;0;0;0
апрель;Автоматическая;29.04.2023;09.01.23 ДРР [РСЯ] Общая;343;6;960;1;0;0;0
апрель;Автоматическая;29.04.2023;16.01 [РСЯ] parkour. CPA 1000;118;2;0;0;0;0;0
апрель;Ручная;30.04.2023;[Поиск] Паркур. Москва;75;3;106.22;0;0;0;0
апрель;Ручная;30.04.2023;[Поиск] Воздушная гимнастика. Москва;53;2;52.95;0;0;0;0
апрель;Ручная;30.04.2023;[Поиск] Цирковое искусство. Москва;39;0;0;0;0;0;0
апрель;Ручная;30.04.2023;[Поиск] Акробатика. Москва;177;8;314.98;0;0;0;0
апрель;Автоматическая;30.04.2023;[РСЯ] vozdushnya-gimnastika;5050;63;2178.58;0;0;0;2
апрель;Автоматическая;30.04.2023;01.12 [РСЯ] deti CPA 1170;66;1;0;0;0;0;0
апрель;Автоматическая;30.04.2023;09.01 [Мастер кампаний] deti;3;1;0;0;0;0;0
апрель;Автоматическая;30.04.2023;09.01.23 ДРР [РСЯ] Общая;198;1;0;0;0;0;0
май;Ручная;01.05.2023;[Поиск] Паркур. Москва;56;0;0;0;0;0;0
май;Ручная;01.05.2023;[Поиск] Воздушная гимнастика. Москва;71;2;86.66;0;0;0;0
май;Ручная;01.05.2023;[Поиск] Цирковое искусство. Москва;33;3;76.72;0;0;0;0
май;Ручная;01.05.2023;[Поиск] Акробатика. Москва;182;4;194.47;0;0;0;0
май;Автоматическая;01.05.2023;[РСЯ] vozdushnya-gimnastika;7260;75;1924.91;0;0;0;5
май;Автоматическая;01.05.2023;01.12 [РСЯ] deti CPA 1170;2491;17;4212;3;0;0;0
май;Автоматическая;01.05.2023;01.12 [РСЯ] vzroslye. CPA 1000;13;0;0;0;0;0;0
май;Автоматическая;01.05.2023;09.01 [Мастер кампаний] deti;25;2;0;0;0;0;0
май;Автоматическая;01.05.2023;09.01.23 ДРР [РСЯ] Общая;651;3;0;0;0;0;0
май;Автоматическая;01.05.2023;16.01 [РСЯ] parkour. CPA 1000;139;1;0;0;0;0;0
май;Ручная;02.05.2023;[Поиск] Паркур. Москва;61;2;47.96;0;0;0;0
май;Ручная;02.05.2023;[Поиск] Воздушная гимнастика. Москва;47;1;38.85;0;0;0;0
май;Ручная;02.05.2023;[Поиск] Цирковое искусство. Москва;25;1;37.09;0;0;0;0
май;Ручная;02.05.2023;[Поиск] Акробатика. Москва;170;3;149.56;0;0;0;0
май;Автоматическая;02.05.2023;[РСЯ] vozdushnya-gimnastika;7363;80;2306.71;0;0;0;3
май;Автоматическая;02.05.2023;01.12 [РСЯ] deti CPA 1170;4941;32;0;0;0;0;0
май;Автоматическая;02.05.2023;01.12 [РСЯ] vzroslye. CPA 1000;1;0;0;0;0;0;0
май;Автоматическая;02.05.2023;09.01 [Мастер кампаний] deti;14;1;0;0;0;0;0
май;Автоматическая;02.05.2023;09.01.23 ДРР [РСЯ] Общая;146;2;0;0;0;0;0
май;Автоматическая;02.05.2023;16.01 [РСЯ] parkour. CPA 1000;224;1;0;0;0;0;0
май;Ручная;03.05.2023;[Поиск] Паркур. Москва;72;3;102.71;0;0;0;0
май;Ручная;03.05.2023;[Поиск] Воздушная гимнастика. Москва;32;0;0;0;0;0;0
май;Ручная;03.05.2023;[Поиск] Цирковое искусство. Москва;34;0;0;0;0;0;0
май;Ручная;03.05.2023;[Поиск] Акробатика. Москва;153;7;238.03;0;0;0;0
май;Автоматическая;03.05.2023;[РСЯ] vozdushnya-gimnastika;2387;29;1054.35;0;0;1;1
май;Автоматическая;03.05.2023;01.12 [РСЯ] deti CPA 1170;14470;79;0;0;0;0;0
май;Автоматическая;03.05.2023;01.12 [РСЯ] vzroslye. CPA 1000;211;8;0;0;0;0;0
май;Автоматическая;03.05.2023;09.01 [Мастер кампаний] deti;109;0;0;0;0;0;0
май;Автоматическая;03.05.2023;09.01.23 ДРР [РСЯ] Общая;90;0;0;0;0;0;0
май;Автоматическая;03.05.2023;16.01 [РСЯ] parkour. CPA 1000;5;0;0;0;0;0;0
май;Ручная;04.05.2023;[Поиск] Паркур. Москва;80;6;215.04;0;0;0;0
май;Ручная;04.05.2023;[Поиск] Воздушная гимнастика. Москва;40;1;26.19;0;0;0;0
май;Ручная;04.05.2023;[Поиск] Цирковое искусство. Москва;41;1;14.96;0;0;0;0
